Taxonomic_name,Network,O.NET,Site,N,phylum,class,order,family,genus,Resolved.to,node
Chironomidae,ROCK,ROCK,RCLS7.2,17.59259259,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS7.1,58.88888889,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS6.5,113.3333333,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS6.4,50,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS6.3,21.52777778,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS6.2,92.92929293,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS6.1,113.5802469,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS5.3,6.666666667,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS5.2,108.8888889,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS5.1,63.88888889,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS4.3,72.22222222,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS4.2,216.6666667,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS4.1,41.11111111,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS3.5,57.77777778,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS3.4,73.61111111,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS3.3,30,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS3.2,170.8333333,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS3.1,68.05555556,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS2.6,43.05555556,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS2.5,16.23931624,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS2.4,56.94444444,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS2.3,89.81481481,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS2.2,33.33333333,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS2.1,58.33333333,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chironomidae,ROCK,ROCK,RCLS1.1,34.92063492,Arthropoda,Insecta,Diptera,Chironomidae,NA,Family,Chironomidae
Chrysops,LO.KERN,KERN,10049,8,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,Order,Diptera
Chyranda,BUBBS,BUBBS,Outlet.Vidette.below.2004,2.38948626,Arthropoda,Insecta,Trichoptera,Limnephilidae,Chyranda,Genus,Chyranda
Chyranda,ROCK,ROCK,RCLS2.3,0.925925926,Arthropoda,Insecta,Trichoptera,Limnephilidae,Chyranda,Genus,Chyranda
Cinygma,BUBBS,BUBBS,Outlet.Vidette.below.2012,243.7275986,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygma,Genus,Cinygma
Cinygma,EVO,EVO,ELS7_2,4.500450045,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygma,Genus,Cinygma
Cinygma,ROCK,ROCK,RCLS7.4,0.925925926,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygma,Genus,Cinygma
Cinygmula,BUBBS,BUBBS,Outlet.11007.fishless.2003,0.597371565,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,BUBBS,BUBBS,Outlet.Vidette.below.2011,19.51413779,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,BUBBS,BUBBS,Outlet.Vidette.below.2004,21.50537634,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,BUBBS,BUBBS,Outlet.Vidette.below.2003,56.15292712,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,BUBBS,BUBBS,Outlet.10494.trt.2012,76.46356033,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,BUBBS,BUBBS,Outlet.Vidette.below.2012,105.1373955,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,LO.KERN,KERN,10052,4,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,LO.KERN,KERN,10038,20,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,LO.KERN,KERN,10049,24,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,LO.KERN,KERN,10056,24,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,LO.KERN,KERN,10048,48,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,LO.KERN,KERN,10044,240,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,ROCK,ROCK,RCLS7.5,2.02020202,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,ROCK,ROCK,RCLS7.4,1.851851852,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,ROCK,ROCK,RCLS6.5,4.444444444,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,ROCK,ROCK,RCLS2.4,6.944444444,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Cinygmula,ROCK,ROCK,RCLS2.3,1.851851852,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Cinygmula,Genus,Cinygmula
Claassenia,CASCADE,CASCADE,CLS3_3,49.5049505,Arthropoda,Insecta,Plecoptera,Perlidae,Claassenia,Genus,Claassenia
Claassenia,CASCADE,CASCADE,CLS4_1,18.00180018,Arthropoda,Insecta,Plecoptera,Perlidae,Claassenia,Genus,Claassenia
Claassenia,CASCADE,CASCADE,CLS4_3,9.00090009,Arthropoda,Insecta,Plecoptera,Perlidae,Claassenia,Genus,Claassenia
Cleptelmis,CASCADE,CASCADE,CLS3_3,45.00450045,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,LO.KERN,KERN,10052,74,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,LO.KERN,KERN,10056,304,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,RAE,BUBBS,RLS2_1,4.500450045,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,YOUNG,YOUNG,YLS2_2_3,40.50405041,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,YOUNG,YOUNG,YLS2_3_3,9.00090009,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,ROCK,ROCK,RCLS8.2,4.166666667,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,ROCK,ROCK,RCLS7.6,3.03030303,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,ROCK,ROCK,RCLS7.4,1.851851852,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,ROCK,ROCK,RCLS7.2,2.777777778,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,ROCK,ROCK,RCLS6.5,2.222222222,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,ROCK,ROCK,RCLS6.4,1.388888889,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Cleptelmis,ROCK,ROCK,RCLS6.2,1.01010101,Arthropoda,Insecta,Coleoptera,Elmidae,Cleptelmis,Genus,Cleptelmis
Clinocera,BUBBS,BUBBS,Outlet.11007.fishless.2003,1.792114695,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,BUBBS,BUBBS,Outlet.10487.trt.2003,2.38948626,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,BUBBS,BUBBS,Outlet.Vidette.below.2004,2.38948626,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,BUBBS,BUBBS,Outlet.11007.fishless.2004,2.986857826,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,BUBBS,BUBBS,Outlet.Vidette.below.2011,3.982477101,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,BUBBS,BUBBS,Outlet.11007.fishless.2011,5.376344086,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,BUBBS,BUBBS,Outlet.10494.trt.2012,28.67383513,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,BUBBS,BUBBS,Outlet.10487.trt.2011,37.43528475,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,BUBBS,BUBBS,Outlet.Vidette.below.2012,81.24253286,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,LO.KERN,KERN,10038,4,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,LO.KERN,KERN,10048,16,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,LO.KERN,KERN,10036,25.6,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,LO.KERN,KERN,10044,336,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,UP.KERN,KERN,10033,10.66666667,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,ROCK,ROCK,RCLS3.5,1.111111111,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,ROCK,ROCK,RCLS3.4,1.388888889,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Clinocera,ROCK,ROCK,RCLS2.6,1.388888889,Arthropoda,Insecta,Diptera,Empididae,Clinocera,Order,Diptera
Corixidae,UP.KERN,KERN,10034,52,Arthropoda,Insecta,Hemiptera,Corixidae,NA,Family,Corixidae
Culicoides,BUBBS,BUBBS,Outlet.Vidette.below.2003,1.19474313,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Family,Ceratopogonidae
Culicoides,LO.KERN,KERN,10054,6.4,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Family,Ceratopogonidae
Culicoides,LO.KERN,KERN,10049,8,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Family,Ceratopogonidae
Culicoides,LO.KERN,KERN,10052,28,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Family,Ceratopogonidae
Culicoides,ROCK,ROCK,RCLS7.5,1.01010101,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Family,Ceratopogonidae
Culicoides,ROCK,ROCK,RCLS7.3,0.925925926,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Family,Ceratopogonidae
Culiseta,BUBBS,BUBBS,Outlet.11007.fishless.2011,0.597371565,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Family,Culicidae
Culiseta,BUBBS,BUBBS,Outlet.11007.fishless.2003,1.792114695,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Family,Culicidae
Cultus,LO.KERN,KERN,10038,20,Arthropoda,Insecta,Plecoptera,Perlodidae,Cultus,Family,Perlodidae
Cultus,UP.KERN,KERN,10047,9.142857143,Arthropoda,Insecta,Plecoptera,Perlodidae,Cultus,Family,Perlodidae
Desmona,BUBBS,BUBBS,Outlet.11007.fishless.2003,0.597371565,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,BUBBS,BUBBS,Outlet.10477.trt.2003,6.571087216,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,BUBBS,BUBBS,Outlet.11007.fishless.2004,6.571087216,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,BUBBS,BUBBS,Outlet.10477.trt.2011,7.765830346,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,BUBBS,BUBBS,Outlet.11007.fishless.2011,10.75268817,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,BUBBS,BUBBS,Outlet.10477.trt.2004,12.54480287,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,CASCADE,CASCADE,CLS1_3,9.00090009,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,EVO,EVO,ELS2_1,49.5049505,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,EVO,EVO,ELS2_3,76.50765077,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,EVO,EVO,ELS3_1,4.500450045,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,LO.KERN,KERN,10037,5.333333333,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,LO.KERN,KERN,10035,8,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,LO.KERN,KERN,10055,16,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,RAE,BUBBS,RLS1_3,13.50135014,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Desmona,UP.KERN,KERN,10030,3.2,Arthropoda,Insecta,Trichoptera,Limnephilidae,Desmona,Genus,Desmona
Despaxia,LO.KERN,KERN,10048,8,Arthropoda,Insecta,Plecoptera,Leuctridae,Despaxia,Family,Leuctridae
Despaxia,LO.KERN,KERN,10049,8,Arthropoda,Insecta,Plecoptera,Leuctridae,Despaxia,Family,Leuctridae
Despaxia,LO.KERN,KERN,10056,16,Arthropoda,Insecta,Plecoptera,Leuctridae,Despaxia,Family,Leuctridae
Deuterophlebia,ROCK,ROCK,RCLS8.5,1.388888889,Arthropoda,Insecta,Diptera,Deuterophlebiidae,Deuterophlebia,Genus,Deuterophlebia
Dicosmoecus,BUBBS,BUBBS,Outlet.10487.trt.2004,3.584229391,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,BUBBS,BUBBS,Outlet.Vidette.below.2003,3.584229391,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,BUBBS,BUBBS,Outlet.11007.fishless.2004,4.181600956,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,BUBBS,BUBBS,Outlet.10487.trt.2011,5.575467941,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,BUBBS,BUBBS,Outlet.10487.trt.2003,12.54480287,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,LO.KERN,KERN,10052,2,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,LO.KERN,KERN,10042,3.2,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,LO.KERN,KERN,10037,5.333333333,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,LO.KERN,KERN,10054,6.4,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,LO.KERN,KERN,10038,8,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,LO.KERN,KERN,10044,16,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,LO.KERN,KERN,10041,21.33333333,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,UP.KERN,KERN,10039,2.909090909,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,UP.KERN,KERN,10034,6,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,UP.KERN,KERN,10047,9.142857143,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,UP.KERN,KERN,10046,10.66666667,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicosmoecus,UP.KERN,KERN,10053,21.33333333,Arthropoda,Insecta,Trichoptera,Limnephilidae,Dicosmoecus,Genus,Dicosmoecus
Dicranota,BUBBS,BUBBS,Outlet.11007.fishless.2003,0.597371565,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,BUBBS,BUBBS,Outlet.10477.trt.2004,1.792114695,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,BUBBS,BUBBS,Outlet.10487.trt.2003,2.38948626,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,BUBBS,BUBBS,Outlet.Vidette.below.2003,2.38948626,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,BUBBS,BUBBS,Outlet.Vidette.below.2004,2.38948626,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,BUBBS,BUBBS,Outlet.10487.trt.2004,3.584229391,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,BUBBS,BUBBS,Outlet.11007.fishless.2004,5.376344086,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,EVO,EVO,ELS2_1,13.50135014,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,EVO,EVO,ELS2_2,13.50135014,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,EVO,EVO,ELS2_3,31.50315032,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,EVO,EVO,ELS3_3,4.500450045,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,EVO,EVO,ELS4_3,4.500450045,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,LO.KERN,KERN,10052,2,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,LO.KERN,KERN,10037,5.333333333,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,LO.KERN,KERN,10036,6.4,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,LO.KERN,KERN,10038,12,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,LO.KERN,KERN,10055,16,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,LO.KERN,KERN,10056,16,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,RAE,BUBBS,RLS5_1,9.00090009,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,UP.KERN,KERN,10031,4,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,UP.KERN,KERN,10047,9.142857143,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,UP.KERN,KERN,10046,21.33333333,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,UP.KERN,KERN,10053,21.33333333,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,ROCK,ROCK,RCLS8.1,7.407407407,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,ROCK,ROCK,RCLS6.4,1.388888889,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Dicranota,ROCK,ROCK,RCLS1.1,3.174603175,Arthropoda,Insecta,Diptera,Tipulidae,Dicranota,Genus,Dicranota
Diphetor,BUBBS,BUBBS,Outlet.Vidette.below.2003,33.45280765,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,BUBBS,BUBBS,Outlet.Vidette.below.2011,64.75507766,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,BUBBS,BUBBS,Outlet.Vidette.below.2004,82.43727599,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,BUBBS,BUBBS,Outlet.10487.trt.2011,95.57945042,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,BUBBS,BUBBS,Outlet.10487.trt.2004,124.2532855,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,BUBBS,BUBBS,Outlet.10494.trt.2012,133.8112306,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,BUBBS,BUBBS,Outlet.Vidette.below.2012,358.4229391,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,CASCADE,CASCADE,CLS3_2,49.5049505,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,CASCADE,CASCADE,CLS3_3,522.0522052,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,CASCADE,CASCADE,CLS5_1 ,9.00090009,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,EVO,EVO,ELS2_1,31.50315032,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,EVO,EVO,ELS4_2,18.00180018,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,EVO,EVO,ELS4_3,4.500450045,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,EVO,EVO,ELS5_3,4.500450045,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,EVO,EVO,ELS7_2,9.00090009,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,RAE,BUBBS,RLS2_1,13.50135014,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,RAE,BUBBS,RLS4_1,18.00180018,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,RAE,BUBBS,RLS4_2,13.50135014,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,RAE,BUBBS,RLS4_3,13.50135014,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,RAE,BUBBS,RLS5_1,31.50315032,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,RAE,BUBBS,RLS5_3,4.500450045,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,RAE,BUBBS,RLS6_1,4.500450045,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,RAE,BUBBS,RLS6_2,49.5049505,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,UP.KERN,KERN,10033,10.66666667,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,YOUNG,YOUNG,YLS2_2_3,90.0090009,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,YOUNG,YOUNG,YLS3_1_3,9.00090009,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,ROCK,ROCK,RCLS7.6,2.02020202,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,ROCK,ROCK,RCLS6.4,1.388888889,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,ROCK,ROCK,RCLS3.4,9.722222222,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,ROCK,ROCK,RCLS3.3,4.444444444,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,ROCK,ROCK,RCLS3.2,6.944444444,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,ROCK,ROCK,RCLS2.5,2.564102564,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,ROCK,ROCK,RCLS2.4,2.777777778,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,ROCK,ROCK,RCLS2.3,4.62962963,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Diphetor,ROCK,ROCK,RCLS2.1,4.166666667,Arthropoda,Insecta,Ephemeroptera,Baetidae,Diphetor,Genus,Diphetor
Dixa,BUBBS,BUBBS,Outlet.Vidette.below.2012,52.56869773,Arthropoda,Insecta,Diptera,Dixidae,Dixa,Family,Dixidae
Dixa,ROCK,ROCK,RCLS8.1,3.703703704,Arthropoda,Insecta,Diptera,Dixidae,Dixa,Family,Dixidae
